Field Location,Station ID,NWS Network,NWS Station,Date_key,Month,Day,Year,Time,Temperature [C],Dew Point [C],Relative Humidity [%],Solar Radiation [W/m2],Rainfall [mm],Wind Speed [m/s],Wind Direction [degrees],Wind Gust [m/s],Soil Temperature [C],Soil Moisture [%VWC],Soil EC [mS/cm],UV Light [uM/m2s],PAR [uM/m2s],CO2 [ppm]
MOH1,8645,MO_ASOS,COU,6/2/2020 23:25,6,2,2020,23:25,,,,,,5.654895,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:35,6,2,2020,23:35,,,,,,5.654895,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:40,6,2,2020,23:40,,,,,,5.140814,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:45,6,2,2020,23:45,,,,,,5.140814,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:05,6,2,2020,23:05,,,,,,4.626732,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:50,6,2,2020,23:50,,,,,,5.654895,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:54,6,2,2020,23:54,28.28,17.78,52.93,,0,5.140814,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:55,6,2,2020,23:55,,,,,,5.654895,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:00,6,2,2020,2:00,,,,,,2.056325,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:10,6,2,2020,2:10,,,,,,2.056325,170,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:15,6,2,2020,2:15,,,,,,2.056325,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:20,6,2,2020,2:20,,,,,,2.056325,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:25,6,2,2020,2:25,,,,,,2.056325,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:35,6,2,2020,2:35,,,,,,2.056325,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:40,6,2,2020,2:40,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:45,6,2,2020,2:45,,,,,,2.570407,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:05,6,2,2020,2:05,,,,,,2.056325,170,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:50,6,2,2020,2:50,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:54,6,2,2020,2:54,21.72,16.72,73.22,,0,3.084488,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 2:55,6,2,2020,2:55,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:00,6,2,2020,3:00,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:10,6,2,2020,3:10,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:15,6,2,2020,3:15,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:20,6,2,2020,3:20,,,,,,3.59857,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:25,6,2,2020,3:25,,,,,,3.59857,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:30,6,2,2020,3:30,,,,,,2.570407,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:35,6,2,2020,3:35,,,,,,2.570407,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:40,6,2,2020,3:40,,,,,,3.59857,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:45,6,2,2020,3:45,,,,,,3.59857,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:05,6,2,2020,3:05,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 3:50,6,2,2020,3:50,,,,,,3.59857,200,,,,,,,
